,Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA
9759,1376045709,ZEU1859,NY,PAS,06/22/2015,14,SDN,NISSA,P,18220,26610,26640,20150617,44.0,44,44,949142,0044,0,1140A,,BX,O,1050,CARROLL PLACE,,0,408,C,,BBBBBBB,ALL,ALL,WHITE,0.0,0,-,0,,,,,,,,,,,,,
9760,1376045710,GMR3945,NY,PAS,06/29/2015,40,SDN,HONDA,X,70620,13720,55220,20160410,44.0,44,44,956889,0044,0,1225A,,BX,O,1457,UNIVERSITY AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0.0,2015,-,0,,,,,,,,,,,,,
9761,1376045722,GPH9344,NY,PAS,06/29/2015,40,SUBN,ME/BE,X,50520,74360,74370,20160425,44.0,44,44,956889,0044,0,1215A,,BX,O,1370,MERRIAM AVE,,0,408,E2,,BBBBBBB,ALL,ALL,BLACK,0.0,2012,-,0,,,,,,,,,,,,,
9762,1376045734,JBR560,PA,PAS,07/04/2015,14,SUBN,FORD,P,74120,55220,67420,0,44.0,44,44,956889,0044,0,1150P,,BX,O,155,W 162 ST,,0,408,F7,,BBBBBBB,ALL,ALL,SILVE,0.0,0,-,0,,,,,,,,,,,,,
9763,1376045837,GXB3525,NY,PAS,06/21/2015,14,SDN,ME/BE,P,74120,55220,67420,20161120,44.0,44,44,957270,0044,0,0700P,,BX,F,160,W 162 ST,,0,408,C,,BBBBBBB,ALL,ALL,WHITE,0.0,2012,-,0,,,,,,,,,,,,,
9764,1376045849,J76EUP,NJ,PAS,06/21/2015,14,SUBN,FORD,P,74120,55220,67420,0,44.0,44,44,957270,0044,0,0705P,,BX,F,160,W 162 ST,,0,408,C,,BBBBBBB,ALL,ALL,BLUE,0.0,0,-,0,,,,,,,,,,,,,
9765,1376045850,GVM8602,NY,PAS,06/26/2015,20,SDN,VOLKS,X,26250,0,0,20170127,44.0,44,44,957270,0044,0,0538P,,BX,F,,E 153 ST,GERARD,0,408,C,,BBBBBBB,ALL,ALL,BLK,0.0,2015,-,0,,,,,,,,,,,,,
9766,1376045874,GWH9612,NY,PAS,07/04/2015,14,VAN,DODGE,P,74120,55220,67420,20170329,44.0,44,44,957270,0044,0,1156P,,BX,O,155,W 162 ST,,0,408,C,,BBBBBBB,ALL,ALL,GREY,0.0,2006,-,0,,,,,,,,,,,,,
9767,1376045886,GXA8328,NY,PAS,07/05/2015,40,SDN,AUDI,P,0,0,0,20170415,44.0,44,44,957270,0044,0,0357A,,BX,F,1434,ODGEN AVE,,0,408,C,,BBBBBBB,ALL,ALL,BLUE,0.0,2003,-,0,,,,,,,,,,,,,
9768,1376045898,GXX8266,NY,PAS,07/05/2015,40,SDN,CADIL,P,8720,74170,74210,20170430,44.0,44,44,957270,0044,0,0410A,,BX,O,1052,ANDERSON AVE,,0,408,E2,,BBBBBBB,ALL,ALL,BLUE,0.0,2003,-,0,,,,,,,,,,,,,
9769,1376045916,S73AMY,NJ,PAS,07/19/2015,20,SUBN,FORD,P,74250,74260,63820,0,44.0,44,44,957270,0044,0,0104A,,BX,O,240,W 167,,0,408,D,,BBBBBBB,ALL,ALL,BLK,0.0,0,-,0,,,,,,,,,,,,,
9770,1376045928,T669854C,NY,PAS,07/19/2015,20,SDN,HONDA,P,64520,25420,43020,20160430,44.0,44,44,957270,0044,0,0133A,,BX,F,1419,SHAKESPEARE,,0,408,D,,BBBBBBB,ALL,ALL,BLK,0.0,2014,-,0,,,,,,,,,,,,,
9771,1376045930,GBN2396,NY,PAS,07/19/2015,40,SUBN,ME/BE,P,74380,42920,64520,20161011,44.0,44,44,957270,0044,0,0137A,,BX,F,85,W 172,,0,408,D,,BBBBBBB,ALL,ALL,BLK,0.0,2015,-,0,,,,,,,,,,,,,
9772,1376045941,GRT4565,NY,PAS,07/22/2015,40,SUBN,HONDA,P,25420,74330,74360,20161006,44.0,44,44,957270,0044,0,0332A,,BX,F,1325,E L GRANT HWY,,0,408,K6,,BBBBBBB,ALL,ALL,BLUE,0.0,2005,-,0,,,,,,,,,,,,,
9773,1376056549,GKL9308,NY,PAS,07/21/2015,67,SDN,HONDA,P,49920,77850,27480,20150912,45.0,45,45,947977,0045,0,0705P,,BX,F,2014,MAYFLOWER AVE,,0,408,F7,,BBBBBBB,ALL,ALL,RED,0.0,2013,-,0,,,,,,,,,,,,,
9774,1376056574,GSV4116,NY,PAS,06/30/2015,67,SUBN,JEEP,P,49920,77850,27480,20170106,45.0,45,45,943977,0045,0,0702P,,BX,O,2014,MAYFLOWER AVE,,0,408,J6,,BBBBBBB,ALL,ALL,GREEN,0.0,1996,-,0,,,,,,,,,,,,,
9775,1376058443,GHG9279,NY,PAS,07/17/2015,40,SUBN,TOYOT,P,30370,40404,40404,20170705,45.0,45,45,942584,0045,0,0820P,,BX,F,159,EINSTEIN LOOP,,0,408,C,,BBBBBBB,ALL,ALL,WH,0.0,2013,-,8,,,,,,,,,,,,,
9776,1376062355,ZFY0976,PA,PAS,07/14/2015,78,VAN,FORD,P,18910,10050,51750,20160430,121.0,121,121,943044,0121,0,1250P,,R,O,82,BLACKFORD AVE,,0,408,K6,,BBBBBBB,ALL,ALL,RED,0.0,0,-,0,,,,,,,,,,,,,
9777,1376062781,GTJ5826,PA,PAS,06/13/2015,19,SUBN,FORD,P,10050,15200,43700,0,121.0,121,121,952027,0121,0,,,,,,,,0,0,,,,,,,,0,,0,,,,,,,,,,,,,
9778,1376064650,ZDZ3263,PA,PAS,06/22/2015,40,VAN,FORD,P,0,40404,40404,0,121.0,121,121,957112,0121,0,0625A,,R,O,12,BENJMAIN DRIVE,,0,408,J6,,BBBBBBB,ALL,ALL,BLUE,0.0,0,-,0,,,,,,,,,,,,,
9779,1376064674,JNJ8463,PA,PAS,06/22/2015,40,SDN,CHEVR,P,18590,14050,27368,0,121.0,121,121,957112,0121,0,0625A,,R,O,12,BENJAMIN DR,,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0.0,0,-,2,,,,,,,,,,,,,
9780,1376065253,GGM6518,NY,PAS,06/20/2015,70,SDN,NISSA,P,0,0,0,20150529,121.0,121,121,956943,0121,0,0351P,,R,O,200,LOKMAN AVE,,0,408,F7,,BBBBBBB,ALL,ALL,BLUE,0.0,2005,-,0,,,,,,,,,,,,,
9781,1376065320,GWG3939,NY,PAS,06/19/2015,71,SUBN,FORD,P,45228,43530,70041,20440403,121.0,121,121,956943,0121,0,0900P,,R,F,137,ROCKVILLE AVE,,0,408,J3,,BBBBBBB,ALL,ALL,GREY,0.0,2003,-,0,,,,,,,,,,,,,
9782,1376065344,GNP4570,NY,PAS,06/20/2015,67,SDN,NISSA,P,52250,39740,48632,0,121.0,121,121,956943,0121,0,0423P,,R,O,320,UNION AVENUE,,0,408,J6,,BBBBBBB,ALL,ALL,WHITE,0.0,2012,-,0,,,,,,,,,,,,,
9783,1376069155,GJW4549,NC,PAS,06/24/2015,20,SDN,MERCU,P,15251,25908,18510,0,121.0,121,121,947432,0121,0,1145A,,R,F,192,POND WAY,,0,408,J6,,BBBBBBB,ALL,ALL,SILVE,0.0,0,-,0,,,,,,,,,,,,,
9784,1376069179,GJH6889,NY,PAS,06/28/2015,20,SDN,FORD,P,0,40404,40404,20150806,121.0,121,121,947432,0121,0,1127A,,R,F,1525,FOREST,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0.0,2015,-,0,,,,,,,,,,,,,
9785,1376072518,G38FKC,NJ,PAS,06/17/2015,50,SUBN,MAZDA,X,0,38180,0,0,122.0,122,122,918168,0122,0,0915A,,R,O,,,MAPLEWOOD AVE,0,408,F7,,BBBBBBB,ALL,ALL,GRY,0.0,0,-,0,,,,,,,,,,,,,
9786,1376072520,GKD7079,NY,PAS,06/17/2015,20,SDN,FORD,X,55430,39714,0,20150919,122.0,122,122,918168,0122,0,0920A,,R,O,,WILDER AVE,NATICK ST,0,408,E5,,BBBBBBB,ALL,ALL,BK,0.0,2014,-,0,,,,,,,,,,,,,
9787,1376072786,R94FLN,NJ,PAS,06/26/2015,20,SDN,NISSA,X,33120,34100,37890,20200588,122.0,122,122,920402,0122,0,0745P,,R,F,297,HILLSIDE TERRACE,,0,408,D,,BBBBBBB,ALL,ALL,BK,0.0,0,-,0,,,,,,,,,,,,,
9788,1376072828,GLR6394,NY,PAS,07/03/2015,98,SDN,TOYOT,P,30900,30910,30720,20151215,122.0,122,122,948600,0122,0,0105A,,R,F,295,GREENCROFT AVE,,0,408,99,,BBBBBBB,ALL,ALL,WHITE,0.0,2003,-,0,,,,,,,,,,,,,
9789,1376073419,GYF3085,NY,PAS,07/10/2015,71,SDN,FORD,P,34900,28165,16700,0,122.0,122,122,933751,0122,0,1255P,,R,O,399,KATAN AVE,,0,408,K6,,BBBBBBB,ALL,ALL,GR,0.0,1992,-,0,,,,,,,,,,,,,
9790,1376073420,GYF3085,NY,PAS,07/10/2015,70,SDN,FORD,P,34900,28165,16700,0,122.0,122,122,933751,0122,0,1255P,,R,O,399,KATAN AVE,,0,408,J6,,BBBBBBB,ALL,ALL,GR,0.0,1992,-,0,,,,,,,,,,,,,
9791,1376074072,GXM7043,NY,PAS,06/24/2015,20,SUBN,CADIL,X,37550,54050,46100,20170419,122.0,122,122,943027,0122,0,0930A,,R,O,235,MAJOR AVE,,0,408,K6,,BBBBBBB,ALL,ALL,WH,0.0,2015,-,0,,,,,,,,,,,,,
9792,1379522470,GGC4754,NY,PAS,07/09/2015,24,SDN,,P,0,40404,40404,20170501,47.0,47,47,938952,0047,0,0604P,,BX,F,1149,E 229 DRIVE,,0,408,D,,BBBBBBB,ALL,ALL,,0.0,0,-,0,,,,,,,,,,,,,
9793,1376074084,GVH1063,NY,PAS,06/24/2015,20,P-U,DODGE,X,37550,54050,46100,20161210,122.0,122,122,943027,0122,0,0930A,,R,O,235,MAJOR AVE,,0,408,D,,BBBBBBB,ALL,ALL,BLK,0.0,2014,-,0,,,,,,,,,,,,,
9794,1376074096,GPZ2082,NY,PAS,06/24/2015,20,SDN,LEXUS,X,37550,54050,46100,20160710,122.0,122,122,943027,0122,0,0930A,,R,O,235,MAJOR AVE,,0,408,D,,BBBBBBB,ALL,ALL,BLK,0.0,1999,-,0,,,,,,,,,,,,,
9795,1376074102,GVL6320,NY,PAS,06/29/2015,50,SDN,NISSA,P,57710,45500,45670,20161211,122.0,122,122,943027,0122,0,1200P,,R,F,46,9 ST,,0,408,J6,,BBBBBBB,ALL,ALL,WH,0.0,2014,-,0,,,,,,,,,,,,,
9796,1376074631,GSS9157,NY,PAS,06/24/2015,14,SDN,MITSU,P,39714,25908,38180,20161005,122.0,122,122,943139,0122,0,0830A,,R,F,23,NATICK ST,,0,408,J2,,BBBBBBB,ALL,ALL,GREY,0.0,2010,-,0,,,,,,,,,,,,,
9797,1376074886,K33BSD,NJ,PAS,06/30/2015,21,P-U,DODGE,P,34600,26150,47000,0,122.0,122,122,943347,0122,0,1030A,,R,F,239,JEFFERSON ST,,0,408,J6,,BBBBBBB,ALL,ALL,WHITE,0.0,0,-,0,,,,,,,,,,,,,
9798,1376075131,GPM8523,NY,PAS,06/08/2015,14,SUBN,CHEVR,P,70071,25962,70035,20160506,122.0,122,122,943946,0122,0,0519A,,R,O,159,COTTER AVE,,0,408,K6,,BBBBBBB,ALL,ALL,BLK,0.0,2012,-,0,,,,,,,,,,,,,
9799,1376075155,GPN6361,NY,PAS,06/16/2015,40,SUBN,,P,0,40404,40404,20160427,122.0,122,122,943946,0122,0,1259A,,R,F,282,DIVANT AVE,,0,408,K5,,BBBBBBB,ALL,ALL,BLK,0.0,2014,-,0,,,,,,,,,,,,,
9800,1376075179,GTL2334,NY,999,06/30/2015,68,,MITSU,P,0,0,0,20161008,122.0,122,122,943946,0122,0,0724A,,R,,,C/O BROWER CT,NELSON AVE,0,408,K6,,BBBBBBB,ALL,ALL,WHITE,0.0,2008,-,0,,,,,,,,,,,,,
9801,1376075581,GPZ2784,NY,PAS,06/11/2015,40,SDN,HONDA,P,40695,37850,16180,20160721,122.0,122,122,936169,0122,0,0735P,,R,O,20,NORWALK AVE,,0,408,D3,,BBBBBBB,ALL,ALL,SILVR,0.0,2008,-,0,,,,,,,,,,,,,
9802,1376075593,GFK8203,NY,PAS,06/13/2015,61,SUBN,INFIN,P,18040,44900,18510,20170219,122.0,122,122,936169,0122,0,0940P,,R,F,52,BEACON AVE,,0,408,E2,,BBBBBBB,ALL,ALL,BLACK,0.0,2015,-,0,,,,,,,,,,,,,
9803,1376075775,GYA2695,NY,PAS,07/05/2015,40,SDN,NISSA,P,32900,39140,34620,20170421,122.0,122,122,936169,0122,0,0650P,,R,F,253,HETT AVE,,0,408,A1,,BBBBBBB,ALL,ALL,GREY,0.0,2014,-,0,,,,,,,,,,,,,
9804,1376075799,GYF1519,NY,PAS,06/20/2015,71,P-U,DODGE,P,70070,32005,70074,20170616,122.0,122,122,935039,0122,0,0850P,,R,F,137,CORONA AVE,,0,408,F7,,BBBBBBB,ALL,ALL,GY,0.0,1985,-,0,,,,,,,,,,,,,
9805,1376076100,K02343K,PA,PAS,07/01/2015,74,SUBN,CHEVR,P,40995,36500,30800,20141231,122.0,122,122,929117,0122,0,0905P,,,O,925,NUGENT AVE,,0,408,E5,,BBBBBBB,ALL,ALL,GY,0.0,0,-,0,,,,,,,,,,,,,
9806,1376076184,ZGF6884,PA,PAS,07/14/2015,78,VAN,FORD,P,51000,15650,45098,20150930,122.0,122,122,935892,0122,0,1015P,,R,O,9,THOMAS ST,,0,408,K6,,BBBBBBB,ALL,ALL,WHITE,0.0,2009,-,0,,,,,,,,,,,,,
9807,1376076676,XCCG61,NJ,PAS,06/16/2015,78,DELV,ISUZU,P,0,0,0,0,122.0,122,122,931214,0122,0,0438P,,R,,,C/O BRITTON AVE,CLOVE RD,0,408,M1,,BBBBBBB,ALL,ALL,WH,0.0,0,-,0,,,,,,,,,,,,,
9808,1376076706,GNJ2584,NY,PAS,06/26/2015,20,SDN,HONDA,X,33120,34100,37890,20160126,122.0,122,122,931214,0122,0,0755P,,R,F,331,HILLSIDE TERR,,0,408,D,,BBBBBBB,ALL,ALL,GY,0.0,2013,-,0,,,,,,,,,,,,,
9809,1376076779,GBE7486,NY,PAS,06/26/2015,20,SUBN,NISSA,X,0,33120,0,20160710,122.0,122,122,931214,0122,0,0750P,,R,F,,MARISION AVE,HILLSIDE TERR,0,408,D,,BBBBBBB,ALL,ALL,BLK,0.0,2012,-,0,,,,,,,,,,,,,
9810,1376077413,PRIDE04,NY,COM,06/12/2015,78,VAN,NISSA,P,0,40404,40404,0,122.0,122,122,948408,0122,0,0210A,,R,F,233,FATHER CAPODANO BLVD,,0,408,K6,,BBBBBBB,ALL,ALL,WHITE,0.0,0,-,0,,,,,,,,,,,,,
9811,1376077425,GSM9424,NY,PAS,06/12/2015,40,,JEEP,P,0,40404,40404,20170106,122.0,122,122,948405,0122,0,0240A,,,F,18,STUBEN ST,,0,408,K6,,BBBBBBB,ALL,ALL,BLACK,0.0,2013,-,0,,,,,,,,,,,,,
9812,1376077619,GVK4119,NY,PAS,06/12/2015,74,SDN,HONDA,P,39706,41750,43135,20161225,122.0,122,122,946720,0122,0,0230P,,R,F,560,NAUGHTON AVE,,0,408,J6,,BBBBBBB,ALL,ALL,W,0.0,1997,-,0,,,,,,,,,,,,,
9813,1376077905,XAD551,NJ,PAS,06/13/2015,78,VAN,FORD,P,0,33160,0,0,122.0,122,122,952122,0122,0,0400A,,,F,,REDEL AVE,HITCHCOCK AVE,0,408,J2,,BBBBBBB,ALL,ALL,WHITE,0.0,0,-,0,,,,,,,,,,,,,
9814,1376079173,GVT2668,NY,PAS,07/01/2015,67,SDN,HYUND,P,23980,17400,31285,20170319,122.0,122,122,949606,0122,0,0422A,,R,F,442,COLON AVE,,0,408,C,,BBBBBBB,ALL,ALL,BLK,0.0,2015,-,0,,,,,,,,,,,,,
9815,1376079938,GJB1793,99,PAS,06/18/2015,40,SUBN,CHRYS,P,25250,34100,35270,20151120,122.0,122,947,896741,0947,0,0240P,,R,F,347,CROMWELL AVE,,0,408,C,,BBBBBBB,ALL,ALL,WH,0.0,2008,-,3,,,,,,,,,,,,,
9816,1376080084,GWU9062,NY,PAS,07/02/2015,62,SUBN,FORD,P,45200,46850,41300,20170308,122.0,122,122,953324,0122,0,0236A,,R,O,19,ROBIN RD,,0,408,F7,,BBBBBBB,ALL,ALL,GY,0.0,2014,-,0,,,,,,,,,,,,,
9817,1376080230,GPY9473,NY,PAS,06/26/2015,40,SUBN,GMC,X,33120,45955,45955,20160804,122.0,122,122,949784,0122,0,1110P,,R,F,155,HILLSIDE TERR,,0,408,D,,BBBBBBB,ALL,ALL,BLACK,0.0,2006,-,0,,,,,,,,,,,,,
9818,1376080242,GEM7198,NY,PAS,06/26/2015,20,SDN,HONDA,X,33120,37890,0,20170131,122.0,122,122,949784,0122,0,0751P,,R,F,,HILLSIDE TERR,MANSION,0,408,E2,,BBBBBBB,ALL,ALL,BLACK,0.0,2013,-,0,,,,,,,,,,,,,
9819,1376080886,GUX1956,NY,PAS,07/02/2015,71,SDN,HYUND,P,35150,35600,37700,20170115,122.0,122,122,949661,0122,0,0905A,,R,F,100,KRAMER ST,,0,408,E2,,BBBBBBB,ALL,ALL,BLUE,0.0,2006,-,0,,,,,,,,,,,,,
9820,1376080898,GRT2354,NY,PAS,07/02/2015,71,SUBN,HONDA,P,35150,35600,37700,20160630,122.0,122,122,947854,0122,0,0900A,,R,F,100,KRAMER ST,,0,408,J6,,BBBBBBB,ALL,ALL,BLUE,0.0,2003,-,0,,,,,,,,,,,,,
9821,1376080904,GTP2885,NY,PAS,07/02/2015,71,SDN,CHEVR,P,38600,24200,32300,20161009,122.0,122,122,947854,0122,0,0910A,,R,O,135,MC CLEAN AVE,,0,408,J6,,BBBBBBB,ALL,ALL,GREEN,0.0,1995,-,0,,,,,,,,,,,,,
9822,1376081787,GTT6740,NY,PAS,07/12/2015,99,SDN,FORD,P,56150,18900,34700,20160924,120.0,120,120,955998,0120,0,1225A,,R,F,128,WINTER AVE,,0,408,D,,BBBBBBB,ALL,ALL,WHITE,0.0,2001,-,0,,,,,,,,,,,,,
9823,1376081799,Y985TA,NY,PAS,07/12/2015,71,SUBN,FORD,P,46700,18900,19850,20170227,120.0,120,120,955998,0120,0,0105A,,R,F,106,SCRIBNER AVE,,0,408,99,,BBBBBBB,ALL,ALL,GY,0.0,2005,-,0,,,,,,,,,,,,,
9824,1376091884,GPY9649,NY,PAS,07/06/2015,71,SUBN,VOLKS,P,0,40404,40404,20160608,121.0,121,121,949305,0121,0,0832A,,R,O,220,CONTINENTAL AVE,,0,408,J6,,BBBBBBB,ALL,ALL,GY,0.0,2005,-,0,,,,,,,,,,,,,
9825,1376092487,GUW8884,NY,999,07/14/2015,74,SDN,MITSU,P,45180,48430,54300,20161113,121.0,121,0,0,0000,0,0901A,,R,O,75,ROANOKE STREET,,0,408,E2,,BBBBBBB,ALL,ALL,GREEN,0.0,1992,-,0,,,,,,,,,,,,,
9826,1376092499,GYF2837,NY,999,06/29/2015,71,SDN,AUDI,P,43700,25650,32450,20170623,121.0,121,121,934916,0121,0,,,,,,,,0,0,,,,,,,,0,,0,,,,,,,,,,,,,
9827,1376092505,GNG3278,NY,999,06/30/2015,74,SDN,NISSA,P,23765,32450,10050,20160323,121.0,121,121,934916,0121,0,0815A,,R,O,14,CLINTON PL,,0,408,J6,,BBBBBBB,ALL,ALL,BLACK,0.0,1991,-,0,,,,,,,,,,,,,
9828,1376092920,GWR3638,NY,PAS,06/17/2015,40,SUBN,CHEVR,P,22890,53000,50903,20170311,121.0,121,121,937690,0121,0,1000A,,R,O,37,CHURCH AVE,,0,408,C3,,BBBBBBB,ALL,ALL,WHITE,0.0,2007,-,0,,,,,,,,,,,,,
9829,1376092931,GLR6279,NY,PAS,07/05/2015,46,SUBN,BMW,P,70298,53000,48040,20151225,121.0,121,121,937690,0121,0,0140P,,R,F,25,SIMMONS LANE,,0,408,J2,,BBBBBBB,ALL,ALL,WHITE,0.0,2011,-,0,,,,,,,,,,,,,
9830,1376094289,GUX1059,NY,PAS,06/23/2015,40,SDN,HYUND,P,39000,28570,29980,20170121,121.0,121,121,921182,0121,0,1245A,,R,O,202,MERRILL AVE,,0,408,F2,,BBBBBBB,ALL,ALL,RD,0.0,2006,-,3,,,,,,,,,,,,,
9831,1376095063,GFF364,NY,PAS,06/28/2015,71,SUBN,MAZDA,P,35480,39630,22047,20150628,121.0,121,121,950180,0121,0,0710P,,R,O,19,LAGRANGE,,0,408,J6,,BBBBBBB,ALL,ALL,BK,0.0,2009,-,0,,,,,,,,,,,,,
9832,1376095683,XW831X,NJ,PAS,06/17/2015,78,P-U,CHEVR,X,0,40404,40404,0,121.0,121,121,951103,0121,0,1230A,,R,O,38,BURGH AVE,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0.0,0,-,0,,,,,,,,,,,,,
9833,1376095944,X99DJO,NJ,PAS,07/02/2015,78,VAN,DODGE,P,70098,22992,48885,0,121.0,121,121,950224,0121,0,0145A,,R,O,53,ELDRIDGE AVE,,0,408,F2,,BBBBBBB,ALL,ALL,WHITE,0.0,0,-,0,,,,,,,,,,,,,
9834,1376097084,GWR3556,NY,PAS,06/24/2015,46,SUBN,HONDA,P,0,40404,40404,20170322,121.0,121,121,938862,0121,0,0215A,,R,F,55,MERRILL,,0,408,E2,,BBBBBBB,ALL,ALL,BLUE,0.0,2002,-,0,,,,,,,,,,,,,
9835,1376097096,GDE2863,NY,PAS,06/24/2015,46,SDN,KIA,P,39000,25555,33113,20170205,121.0,121,121,938862,0121,0,0220P,,R,F,55,MERRILL AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BLK,0.0,2007,-,0,,,,,,,,,,,,,
9836,1376097102,GKB2274,NY,PAS,06/24/2015,46,SUBN,LEXUS,P,0,40404,40404,20150920,121.0,121,121,938862,0121,0,0222P,,R,F,55,MERRIL,,0,408,F1,,BBBBBBB,ALL,ALL,BLACK,0.0,2013,-,0,,,,,,,,,,,,,
9837,1376097760,GAB5622,NY,PAS,06/28/2015,51,SUBN,ACURA,X,45050,18510,28150,20150924,121.0,121,121,947467,0121,0,0513P,,R,O,3356,RICHMOND TERR,,0,408,K6,,BBBBBBB,ALL,ALL,GRAY,0.0,2004,-,0,,,,,,,,,,,,,
9838,1376097783,T10CVL,NJ,PAS,06/27/2015,20,SDN,HONDA,X,42650,21950,15800,0,121.0,121,121,947967,0121,0,0443P,,R,F,250,PARK AVE,,0,408,E2,,BBBBBBB,ALL,ALL,BLUE,0.0,0,-,0,,,,,,,,,,,,,
9839,1376098544,GUX2373,NY,PAS,07/02/2015,71,SDN,INFIN,P,51750,49876,48140,20170301,121.0,121,121,950355,0121,0,0820A,,R,F,80,TREADWELL AVE,,0,408,K6,,BBBBBBB,ALL,ALL,BLACK,0.0,1994,-,0,,,,,,,,,,,,,
9840,1376100137,GWF5204,NY,PAS,07/02/2015,14,SDN,INFIN,P,35070,36285,19820,20170512,121.0,121,121,944453,0121,0,1050P,,R,F,484,KLONDIKE AVE,,0,408,K6,,BBBBBBB,ALL,ALL,BLK,0.0,2015,-,0,,,,,,,,,,,,,
9841,1376102080,GUX1261,NY,PAS,06/22/2015,27,SDN,NISSA,P,44750,10575,10575,20161215,121.0,121,121,948136,0121,0,1240P,,R,F,2655,RICHMOND AVE,,0,408,J2,,BBBBBBB,ALL,ALL,SIL,0.0,2007,-,0,,,,,,,,,,,,,
9842,1376102500,GLR5961,99,999,06/27/2015,20,SDN,NISSA,P,0,40404,40404,20151217,121.0,121,121,950422,0121,0,0910A,,R,F,331,GRANDVIEW,,0,408,J6,,BBBBBBB,ALL,ALL,BK,0.0,0,-,0,,,,,,,,,,,,,
9843,1376102523,GYF2012,NY,PAS,07/12/2015,71,SDN,LINCO,P,0,40404,40404,20170527,121.0,121,121,950424,0121,0,1010A,,R,F,86,LUTNTON PL,,0,408,F2,,BBBBBBB,ALL,ALL,BK,0.0,2012,-,0,,,,,,,,,,,,,
9844,1376103205,GCP1886,NY,PAS,06/14/2015,20,SDN,BMW,P,44900,40404,40404,20160927,121.0,121,121,948517,0121,0,0418P,,R,F,2975,RICHMOND RD,,0,408,J6,,BBBBBBB,ALL,ALL,GREY,0.0,2012,-,0,,,,,,,,,,,,,
9845,1376103254,Y28ERX,NJ,PAS,07/09/2015,20,SDN,KIA,P,44750,43508,56625,0,121.0,121,121,948517,0121,0,0415P,,R,F,2795,RICHMOND AVE,,0,408,F1,,BBBBBBB,ALL,ALL,GY,0.0,0,-,0,,,,,,,,,,,,,
9846,1376103280,GKC1179,NY,PAS,07/14/2015,27,SUBN,ME/BE,P,44750,10575,10575,20150924,121.0,121,121,950389,0121,0,0915P,,R,F,2655,RICHMOND AVE,,0,408,C,,BBBBBBB,ALL,ALL,WHITE,0.0,2011,-,0,,,,,,,,,,,,,
9847,1376103310,GWR3706,NY,PAS,07/11/2015,71,VAN,CHRYS,P,33200,45050,18600,20161123,121.0,121,121,940517,0121,0,0548P,,R,O,85,HOLLAND AVE,,0,408,J6,,BBBBBBB,ALL,ALL,BLUE,0.0,2004,-,0,,,,,,,,,,,,,
9848,1376103904,GSS7203,NY,PAS,06/17/2015,20,SDN,CHEVR,P,0,40404,40404,20160824,121.0,121,121,951348,0121,0,0104A,,R,O,150,BRABANT,,0,408,D,,BBBBBBB,ALL,ALL,BLK,0.0,2014,-,0,,,,,,,,,,,,,
9849,1376103916,GSS7203,NY,PAS,06/17/2015,99,SDN,CHEVR,P,0,40404,40404,20160824,121.0,121,121,951348,0121,0,,,,,,,,0,0,,,,,,,,0,,0,,,,,,,,,,,,,
9850,1376103928,GWR5561,NY,PAS,06/26/2015,85,VAN,FORD,X,31250,38000,27950,20170430,121.0,121,121,951348,0121,0,1012P,,R,F,49,GROVE AVE,,0,408,D,,BBBBBBB,ALL,ALL,WHT,0.0,1997,-,0,,,,,,,,,,,,,
9851,1376106553,RWL331,NY,PAS,06/14/2015,27,SDN,TOYOT,P,44750,34132,29180,20151014,121.0,121,121,950389,0121,0,,,,,,,,0,0,,,,,,,,0,,0,,,,,,,,,,,,,
9852,1376106565,GEJ6727,NY,PAS,06/22/2015,27,SUBN,MITSU,P,29150,46095,30200,20170207,121.0,121,121,950389,0121,0,0417P,,R,F,2239,FOREST AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BLUE,0.0,2013,-,0,,,,,,,,,,,,,
9853,1376106620,GSS7203,NY,999,06/24/2015,40,SDN,CHEVR,P,0,40404,40404,20160824,121.0,121,121,949666,0121,0,0610A,,R,F,139,BRABANT,,0,408,K6,,BBBBBBB,ALL,ALL,GREY,0.0,2014,-,0,,,,,,,,,,,,,
9854,1376106814,GKV1197,NY,PAS,06/22/2015,74,SDN,FORD,P,25320,54530,54350,20151018,121.0,121,121,949666,0121,0,0134A,,,F,266,CRYSTAL AVE,,0,408,J2,,BBBBBBB,ALL,ALL,GOLD,0.0,2013,-,0,,,,,,,,,,,,,
