,Unnamed: 0,Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA,LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
3369,7697,7969487695,REVFVAW,NY,SRF,06/27/2014,37,SUBN,LEXUS,T,13820,32420,21250,01/01/20160514 12:00:00 PM,47.0,47,47,358902,T202,D,0556P,0530P,BX,O,3467,BOSTON RD,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,GL,,0,229-3001,0,15A,37-Expired Muni Meter,,,,,,,,,,,,-73.8478573,40.876712299999994,3467,BOSTON RD,,,,,10469.0,5179642.0,702bdf223e6e8ed0
3370,7698,7216325643,61181JG,NY,COM,06/12/2015,38,VAN,GMC,T,40930,59030,26230,01/01/88888888 12:00:00 PM,70.0,70,70,361264,T302,F,0421P,,K,F,878,FLATBUSH AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,WHITE,,2009,,0,09 3,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.9589573,40.650682,878,FLATBUSH AVE,,,,,11226.0,3155152.0,9c0c650807fbe3ce
3371,7701,7407865929,GEX7240,NY,PAS,06/26/2014,21,4DSD,BMW,T,65620,25770,25800,01/01/20150529 12:00:00 PM,40.0,40,40,354050,T201,M,1142A,,BX,F,213,ST ANNS AVE,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1130A,0100P,BK,,2006,,0,I 21,21-No Parking (street clean),,,,,,,,,,,,-73.9179741,40.806363399999995,213,ST ANNS AVE,,,,,10454.0,2000115.0,b7d2b43bd66d420e
3372,7702,8006750026,GMZ7656,NY,PAS,06/30/2014,71,4DSD,MITSU,T,62240,13820,21090,01/01/20160407 12:00:00 PM,45.0,45,45,353529,T202,X,0221P,,BX,O,3633,ROMBOUTS AVE,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,BLACK,,1999,,0,22P,71A-Insp Sticker Expired (NYS),,,,,,,,,,,,-73.83059140000002,40.885461,3633,ROMBOUTS AVE,REAR,,,,10466.0,5148467.0,b62f2792e69940c1
3373,7702,8006750026,GMZ7656,NY,PAS,06/30/2014,71,4DSD,MITSU,T,62240,13820,21090,01/01/20160407 12:00:00 PM,45.0,45,45,353529,T202,X,0221P,,BX,O,3633,ROMBOUTS AVE,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,BLACK,,1999,,0,22P,71A-Insp Sticker Expired (NYS),,,,,,,,,,,,-73.83040140000001,40.8855726,3633,ROMBOUTS AVE,,,,,10466.0,2074274.0,df4415b75d365d17
3374,7705,7269525717,GSD9167,NY,PAS,08/28/2014,20,CONV,BENTL,T,44890,13810,30790,01/01/20141006 12:00:00 PM,1.0,1,1,356563,T105,D,0512P,,NY,O,379,W BROADWAY,,01/05/0001 12:00:00 PM,408,d,,YYYYY,0800A,0600P,BLACK,,2008,,0,094,20A-No Parking (Non-COM),,,,,,,,,,,,-74.0024706,40.723706899999996,379,W BROADWAY,,,,,10012.0,1009385.0,1bb7478f6f7765e7
3375,7706,1372828631,T639361C,NY,SRF,08/28/2014,40,SDN,LINCO,P,36670,10610,10810,01/01/20140930 12:00:00 PM,32.0,32,162,953706,0162,0000,0938P,,,F,227,W 145 ST,,01/05/0001 12:00:00 PM,408,F1,,BBBBBBB,ALL,ALL,GRAY,0.0,2004,-,1,,,,,,,,,,,,,,-73.9405244,40.822424,227,W 145 ST,,,,,10039.0,1052039.0,c56a4cf21bfc578a
3376,7707,1372828631,T639361C,NY,SRF,08/28/2014,40,SDN,LINCO,P,36670,10610,10810,01/01/20140930 12:00:00 PM,32.0,32,162,953706,0162,0000,0938P,,,F,227,W 145 ST,,01/05/0001 12:00:00 PM,408,F1,,BBBBBBB,ALL,ALL,GRAY,0.0,2004,-,1,,,,,,,,,,,,,,-73.9405244,40.822424,227,W 145 ST,,,,,10039.0,1052039.0,c56a4cf21bfc578a
3377,7709,7743986238,ZLV88Y,NJ,PAS,06/19/2015,21,PICK,FORD,T,12610,33390,11115,01/01/88888888 12:00:00 PM,6.0,6,6,358525,T105,H,1203P,,NY,F,141,BARROW ST,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1100A,1230A,BLACK,,0,,0,074,21-No Parking (street clean),,,,,,,,,,,,-74.0097384,40.7318495,141,BARROW ST,,,,,10014.0,1013192.0,e36ef5b478bed04c
3378,7713,7160192497,CGX7170,NY,PAS,06/13/2015,68,SUBN,LEXUS,T,55100,35490,29343,01/01/20170318 12:00:00 PM,122.0,122,122,348583,T303,B,1243P,,R,F,255,WESTWOOD AVE,,01/05/0001 12:00:00 PM,408,a1,,,,,BK,,2003,,0,09-A,68-Not Pkg. Comp. w Psted Sign,,,,,,,,,,,,-74.1192092,40.606924,255,WESTWOOD AVE,,,,,10314.0,5140747.0,1d9babc1c74cedbd
3379,7718,1374996075,48296JH,NY,COM,11/14/2014,14,UTIL,FRUEH,P,10410,17670,17690,01/01/20141231 12:00:00 PM,14.0,14,401,915560,0401,0000,0841A,,NY,F,365,5 AVE,,01/05/0001 12:00:00 PM,408,F4,,BBBBBBB,0700A,0700P,GREEN,0.0,1999,-,0,,,,,,,,,,,,,,-73.98435570000001,40.67128710000001,365,5 AVE,,,,,11215.0,3026684.0,6be3e1e7a5e3226c
3380,7718,1374996075,48296JH,NY,COM,11/14/2014,14,UTIL,FRUEH,P,10410,17670,17690,01/01/20141231 12:00:00 PM,14.0,14,401,915560,0401,0000,0841A,,NY,F,365,5 AVE,,01/05/0001 12:00:00 PM,408,F4,,BBBBBBB,0700A,0700P,GREEN,0.0,1999,-,0,,,,,,,,,,,,,,-73.9841256,40.748723600000005,365,5 AVE,,,,,10016.0,1020213.0,b41dfb5d4c33afbd
3381,7721,7618863313,857VGD,WI,PAS,06/15/2015,20,SUBN,SUBAR,T,83030,82130,57600,01/01/20150088 12:00:00 PM,71.0,71,71,338558,T730,B,0654A,,K,F,178,SULLIVAN PL,,01/05/0001 12:00:00 PM,408,d,,YYYYYYY,,,GREY,,0,,0,01 3,20A-No Parking (Non-COM),,,,,,,,,,,,-73.9551625,40.6642964,178,SULLIVAN PL,,,,,11225.0,3042140.0,2d03455cb9659621
3382,7725,8017846204,FBX8924,NY,PAS,03/31/2015,21,SUBN,BMW,T,72930,85330,83330,01/01/20160725 12:00:00 PM,79.0,79,79,346199,T301,L,1109A,,K,O,525,PUTNAM AVE,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1100A,1230A,GY,,2005,,0,A 31,21-No Parking (street clean),,,,,,,,,,,,-73.9402523,40.6852959,525,PUTNAM AVE,,,,,11221.0,3065078.0,17643480710d66bb
3383,7728,8045952829,WWF64J,NJ,PAS,05/21/2015,40,SUBN,JEEP,T,46730,54100,52130,01/01/88888888 12:00:00 PM,83.0,83,83,357052,T301,M,0708A,,K,F,1319,HALSEY ST,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,BLUE,,0,,5,P 31,40-Fire Hydrant,,,,,,,,,,,,-73.90696820000001,40.6942805,1319,HALSEY ST,,,,,11237.0,3104471.0,992cf6eff8a574eb
3384,7729,7547136308,746SB5,MA,PAS,10/02/2014,21,2DSD,MINI,T,58330,54010,52830,01/01/20160588 12:00:00 PM,94.0,94,94,346210,T301,L,0744A,,K,F,940,MANHATTAN AVE,,01/05/0001 12:00:00 PM,408,d1,,Y,0730A,0800A,GREEN,,0,,0,U 31,21-No Parking (street clean),,,,,,,,,,,,-73.9542947,40.7313771,940,MANHATTAN AVE,,,,,11222.0,3083535.0,c7808164844a742b
3385,7737,1376155588,DBC9461,NY,PAS,01/18/2015,67,SUBN,ROVER,P,15210,33390,33790,01/01/20161104 12:00:00 PM,6.0,6,6,951127,0006,0000,0245P,,NY,O,180,CHRISTOPHER ST,,01/05/0001 12:00:00 PM,408,F7,,BBBBBBB,ALL,ALL,BLK,0.0,2011,-,0,,,,,,,,,,,,,,-74.00993270000001,40.73229620000001,180,CHRISTOPHER ST,,,,,10014.0,1013234.0,fd19f285bbb89b3c
3386,7739,7516727635,FXG1708,NY,PAS,04/16/2015,37,SUBN,ME/BE,T,54130,42730,79030,01/01/20160212 12:00:00 PM,88.0,88,88,356517,T301,A,1230P,1221P,K,F,63,LAFAYETTE AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,GY,,2007,301-3654,0,06 3,37-Expired Muni Meter,,,,,,,,,,,,-73.9759834,40.687205299999995,63,LAFAYETTE AVE,,,,,11217.0,3074636.0,677bcb3c87bcebc3
3387,7739,7516727635,FXG1708,NY,PAS,04/16/2015,37,SUBN,ME/BE,T,54130,42730,79030,01/01/20160212 12:00:00 PM,88.0,88,88,356517,T301,A,1230P,1221P,K,F,63,LAFAYETTE AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,GY,,2007,301-3654,0,06 3,37-Expired Muni Meter,,,,,,,,,,,,-74.09537009999998,40.64319520000001,63,LAFAYETTE AVE,,,,,10301.0,5002155.0,3fb41fd84df960c1
3388,8248,8004236730,GTD1278,NY,PAS,10/20/2014,70,SUBN,LEXUS,T,54130,42730,79030,01/01/20141006 12:00:00 PM,88.0,88,88,357082,T301,S,1029A,,K,F,63,LAFAYETTE AVE,,01/05/0001 12:00:00 PM,408,j3,,YYYYYYY,,,BLUE,,2015,,0,06 3,70A-Reg. Sticker Expired (NYS),,,,,,,,,,,,-73.9759834,40.687205299999995,63,LAFAYETTE AVE,,,,,11217.0,3074636.0,677bcb3c87bcebc3
3389,8248,8004236730,GTD1278,NY,PAS,10/20/2014,70,SUBN,LEXUS,T,54130,42730,79030,01/01/20141006 12:00:00 PM,88.0,88,88,357082,T301,S,1029A,,K,F,63,LAFAYETTE AVE,,01/05/0001 12:00:00 PM,408,j3,,YYYYYYY,,,BLUE,,2015,,0,06 3,70A-Reg. Sticker Expired (NYS),,,,,,,,,,,,-74.09537009999998,40.64319520000001,63,LAFAYETTE AVE,,,,,10301.0,5002155.0,3fb41fd84df960c1
3390,7744,1380032763,GTT5395,NY,PAS,03/26/2015,21,SUBN,JEEP,S,76530,55830,44330,01/01/20160821 12:00:00 PM,75.0,75,0,611191,KN17,0000,0903A,0903A,K,F,346,SHEPHERD AVE,,01/05/0001 12:00:00 PM,408,D1,,YBBYBBB,0800A,0930A,BLUE,0.0,0,-,0,,,,,,,,,,,,,,-73.88143790000001,40.6761206,346,SHEPHERD AVE,,,,,11208.0,3119964.0,115fe8a7b5e43c72
3391,7750,7576354665,ELM4450,NY,PAS,10/09/2014,70,PICK,FORD,T,53920,18520,38620,01/01/20141004 12:00:00 PM,43.0,43,43,359629,T202,B,0159P,,BX,F,2256,NEWBOLD AVE,,01/05/0001 12:00:00 PM,408,j3,,YYYYYYY,,,SILVE,,0,,0,04A,70A-Reg. Sticker Expired (NYS),,,,,,,,,,,,-73.8492423,40.8335173,2256,NEWBOLD AVE,,,,,10462.0,2042213.0,3c94aaf788aa4d59
3392,7753,8012327200,2T66A,NY,OMT,03/27/2015,13,TAXI,TOYOT,T,16910,32690,13610,01/01/20150930 12:00:00 PM,34.0,34,34,358905,T103,J,1107A,,NY,F,217,DYCKMAN ST,,01/05/0001 12:00:00 PM,408,c2,,YYYYYYY,,,YW,,2011,,0,01 7,13-No Stand (taxi stand),,,,,,,,,,,,-73.9269633,40.865437799999995,217,DYCKMAN ST,,,,,10034.0,1058569.0,52e8e48f12345578
3393,7757,7808595433,471RN2,MA,PAS,10/28/2014,21,4DSD,HONDA,T,46730,23230,23930,01/01/20140288 12:00:00 PM,83.0,83,83,347607,T301,L,0956A,,K,F,1024,HALSEY ST,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0900A,1030A,SILVE,,0,,0,O 31,21-No Parking (street clean),,,,,,,,,,,,-73.9140071,40.68679829999999,1024,HALSEY ST,,,,,11207.0,3104548.0,cfac591d80de0119
3394,7758,7565404755,FFT1391,NY,PAS,08/07/2014,38,SUBN,ACURA,T,54050,35130,35180,01/01/20151205 12:00:00 PM,62.0,62,62,361066,T302,P,0458P,,K,O,822,KINGS HWY,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,RD,,2015,,0,04 3,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.96388370000001,40.606573600000004,822,KINGS HWY,,,,,11223.0,10168712.0,9410ac996c3316aa
3395,7760,7718213638,W876MN,FL,PAS,06/03/2015,16,SUBN,FORD,T,40930,26630,55330,01/01/20151288 12:00:00 PM,70.0,70,70,355667,T302,C,0205P,,K,F,776,FLATBUSH AVE,,01/05/0001 12:00:00 PM,408,k2,,Y,1000A,0700P,GREEN,,0,,0,08 3,16A-No Std (Com Veh) Non-COM,,,,,,,,,,,,-73.9596853,40.6538811,776,FLATBUSH AVE,,,,,11226.0,3154631.0,263178dcf0a68877
3396,7761,8021575426,GDM1814,NY,PAS,06/18/2015,19,4DSD,BMW,T,31830,87330,86330,01/01/20161211 12:00:00 PM,77.0,77,77,361877,T301,G,0424P,,K,F,678,DEAN ST,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,WH,,2013,,0,19 3,19-No Stand (bus stop),,,,,,,,,,,,-73.9676461,40.680015000000004,678,DEAN ST,,,,,11238.0,3034442.0,90d31c154a938fe8
3397,7762,8002739838,GST6391,NY,PAS,01/31/2015,38,SUBN,HONDA,T,87330,72730,69330,01/01/20160907 12:00:00 PM,77.0,77,77,358633,T301,H,0932A,,K,F,630,VANDERBILT AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,GY,,0,,0,19 3,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.96916350000001,40.677387200000005,630,VANDERBILT AVE,,,,,11238.0,3035514.0,86716ae84366c1f1
3398,7769,7970361249,EAC8511,NY,PAS,05/12/2015,51,VAN,DODGE,T,53520,78050,78850,01/01/20160630 12:00:00 PM,49.0,49,49,359617,T202,J,1150A,,BX,F,1147,NEILL AVE,,01/05/0001 12:00:00 PM,408,e3,,,,,WH,,1997,,0,09P,51-Sidewalk,,,,,,,,,,,,-73.854104,40.8545588,1147,NEILL AVE,,,,,10461.0,2054328.0,a184ee555b5604d5
3399,7772,7759580447,FXK6221,NY,PAS,04/28/2015,21,VAN,CHRYS,T,45450,40404,40404,01/01/20160530 12:00:00 PM,102.0,102,102,343942,T402,M,0907A,,Q,O,221,FORBELL ST,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0900A,1030A,BL,,2002,,0,H 42,21-No Parking (street clean),,,,,,,,,,,,-73.8637373,40.6775907,221,FORBELL ST,,,,,11208.0,3128583.0,220fe19be8e96f20
3400,7773,7021032080,59658BA,NY,OMR,07/22/2014,77,BUS,INTER,T,31830,26730,67047,01/01/20150228 12:00:00 PM,77.0,77,77,338905,T802,B,1023P,,K,O,953,DEAN ST,,01/05/0001 12:00:00 PM,408,m5,,,,,YW,,2004,,0,O 31,77-Parked Bus (exc desig area),,,,,,,,,,,,-73.95834599999999,40.678289500000005,953,DEAN ST,,,,,11238.0,9115364.0,70072cc7a6979951
3401,7774,7703875170,GAH3031,NY,PAS,12/31/2014,21,SUBN,PORSC,T,80330,5680,5780,01/01/20160712 12:00:00 PM,78.0,78,78,357770,T302,G,1149A,,K,F,99,ST JOHNS PL,,01/05/0001 12:00:00 PM,408,d1,,Y,1130A,0100P,BL,,2012,,0,56 3,21-No Parking (street clean),,,,,,,,,,,,-73.97600279999999,40.67732279999999,99,ST JOHNS PL,,,,,11217.0,3024550.0,cca2d4cb4e439bc0
3402,7775,7703875170,GAH3031,NY,PAS,12/31/2014,21,SUBN,PORSC,T,80330,5680,5780,01/01/20160712 12:00:00 PM,78.0,78,78,357770,T302,G,1149A,,K,F,99,ST JOHNS PL,,01/05/0001 12:00:00 PM,408,d1,,Y,1130A,0100P,BL,,2012,,0,56 3,21-No Parking (street clean),,,,,,,,,,,,-73.97600279999999,40.67732279999999,99,ST JOHNS PL,,,,,11217.0,3024550.0,cca2d4cb4e439bc0
3403,7778,7560559293,43243JV,NY,COM,07/17/2014,46,VAN,WORK,T,20220,32120,29620,01/01/20160228 12:00:00 PM,48.0,48,48,354094,T201,N,0108P,1200P,BX,O,1959,CLINTON AVE,,01/01/20140717 12:00:00 PM,408,F1,,,,,WH,,2005,,0,E 21,46B-Double Parking (Com-100Ft),,,,,,,,,,,,-73.8900277,40.8451533,1959,CLINTON AVE,,,,,10457.0,2022667.0,f047f4cd35eeac8a
3404,7779,7792374208,18439JU,NY,COM,08/21/2014,38,DELV,FRUEH,T,51890,37290,10990,01/01/88888888 12:00:00 PM,110.0,110,110,356480,T401,B,0156P,,Q,F,86-10,JUSTICE AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,BROWN,,2006,,0,45-A,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.87679990000001,40.7375787,86-10,JUSTICE AVE,,,,,11373.0,356473.0,aabd304111d724c5
3405,7789,1365028240,GCM9090,NY,PAS,10/29/2014,14,P-U,FORD,T,49490,24290,65613,01/01/20150131 12:00:00 PM,107.0,107,883,330391,T883,0000,0706A,,Q,O,165-20,HIGHLAND AVE,,01/05/0001 12:00:00 PM,408,C3,,YYYYYBB,0700A,1000A,BK,0.0,0,-,0,,,,,,,,,,,,,,-73.797816,40.710744899999995,165-20,HIGHLAND AVE,,,,,11432.0,233909.0,df013630bf59e8ef
3406,7794,7582332430,ALT6979,NY,PAS,07/18/2014,21,4DSD,FORD,T,55720,66920,60220,01/01/20150509 12:00:00 PM,43.0,43,43,356325,T202,O,0840A,,BX,O,924,OLMSTEAD AVE,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0830A,1000A,TAN,,1998,,0,A 22,21-No Parking (street clean),,,,,,,,,,,,-73.8524665,40.8256088,924,OLMSTEAD AVE,,,,,10473.0,2037551.0,214cb0a6b1d079dc
3407,7807,7008242682,38284JX,NY,COM,04/13/2015,51,DELV,WORKH,T,39595,5940,6040,01/01/88888888 12:00:00 PM,109.0,109,109,357761,T401,F,1257P,,Q,F,14-28,COLLEGE POINT BLVD,,01/05/0001 12:00:00 PM,408,e3,,,,,BROWN,,2007,,0,08 4,51-Sidewalk,,,,,,,,,,,,-73.8458822,40.7851722,14-28,COLLEGE POINT BLVD,,,,,11356.0,109017.0,211d0020b1b98ca6
3408,7808,7699817680,GBP5376,NY,PAS,08/26/2014,37,SUBN,TOYOT,T,64730,9330,9380,01/01/20140927 12:00:00 PM,66.0,66,66,359295,T302,G,1156A,1147A,K,O,5513,NEW UTRECHT AVE,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0800A,0700P,BK,,2012,349-3069,0,24 3,37-Expired Muni Meter,,,,,,,,,,,,-73.99541579999999,40.631095,5513,NEW UTRECHT AVE,,,,,11219.0,3182184.0,06fdcad5e8b4a0e4
3409,7812,7025386674,GKJ4043,NY,PAS,05/28/2015,21,SUBN,GMC,T,21520,26130,26160,01/01/20151016 12:00:00 PM,40.0,40,40,361317,T201,A,0844A,,BX,F,567,COURTLANDT AVE,,01/05/0001 12:00:00 PM,408,d1,,Y,0830A,0900A,RD,,2001,,0,09 2,21-No Parking (street clean),,,,,,,,,,,,-73.9194665,40.8170223,567,COURTLANDT AVE,,,,,10451.0,2001917.0,0d1738585f5a63c7
3410,7814,7814562697,FMC2544,NY,PAS,11/25/2014,21,SUBN,TOYOT,T,34730,59640,72760,01/01/20150616 12:00:00 PM,94.0,94,94,356345,T301,S,1205P,,K,F,238,EAGLE ST,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1130A,0100P,BK,,0,,0,17 3,21-No Parking (street clean),,,,,,,,,,,,-73.95066729999999,40.7354786,238,EAGLE ST,,,,,11222.0,3082703.0,24c917030529a9cb
3411,7820,8007289616,T658533C,NY,OMT,03/27/2015,38,SUBN,TOYOT,T,59990,10240,10390,01/01/20150831 12:00:00 PM,108.0,108,108,352965,T803,B,0857P,,Q,F,45-03,QUEENS BLVD,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,1000P,BK,,2014,,0,C 42,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.91935840000001,40.7435341,45-03,QUEENS BLVD,,,,,11104.0,2360.0,10384f4ef74dec99
3412,7820,8007289616,T658533C,NY,OMT,03/27/2015,38,SUBN,TOYOT,T,59990,10240,10390,01/01/20150831 12:00:00 PM,108.0,108,108,352965,T803,B,0857P,,Q,F,45-03,QUEENS BLVD,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,1000P,BK,,2014,,0,C 42,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.9193137,40.7435287,45-03,QUEENS BLVD,A,,,,11104.0,358615.0,ee7e0dd627c4a019
3413,7822,7104762656,EMC9241,NY,PAS,09/04/2014,51,SUBN,ROVER,T,59430,14080,17330,01/01/20141015 12:00:00 PM,66.0,66,66,332021,T302,L,0232P,,K,F,1260,MCDONALD AVE,,01/05/0001 12:00:00 PM,408,e3,,,,,WH,,2013,,0,CC1,51-Sidewalk,,,,,,,,,,,,-73.9757432,40.62223710000001,1260,MCDONALD AVE,,,,,11204.0,5164197.0,77e3e22260ccc34b
3414,7823,7428337276,GHE8357,NY,PAS,04/01/2015,37,SUBN,HONDA,T,13610,37190,37210,01/01/20170319 12:00:00 PM,33.0,33,33,358939,T103,J,1259P,1253P,NY,F,4067,BROADWAY,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,RD,,2007,105-8406,0,26 7,37-Expired Muni Meter,,,,,,,,,,,,-73.9393172,40.843602000000004,4067,BROADWAY,A,,,,10032.0,1056155.0,e937e5c56b741f8a
3415,7823,7428337276,GHE8357,NY,PAS,04/01/2015,37,SUBN,HONDA,T,13610,37190,37210,01/01/20170319 12:00:00 PM,33.0,33,33,358939,T103,J,1259P,1253P,NY,F,4067,BROADWAY,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,RD,,2007,105-8406,0,26 7,37-Expired Muni Meter,,,,,,,,,,,,-73.93932459999999,40.843562899999995,4067,BROADWAY,1/2,,,,10032.0,1056154.0,3e572a0a55f2b3fd
3416,7828,7240225537,EMF8725,NY,PAS,08/18/2014,38,4DSD,TOYOT,T,59990,13440,13690,01/01/20141208 12:00:00 PM,112.0,112,112,361081,T401,G,0329P,,Q,F,97-22,QUEENS BLVD,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,TN,,1999,,0,53-A,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.85963520000001,40.7288056,97-22,QUEENS BLVD,,,,,11374.0,10175057.0,8b4f1c7b8ead1488
3417,7835,7737919030,GTR8250,NY,PAS,02/26/2015,40,2DSD,SMART,T,27230,33330,24330,01/01/20160930 12:00:00 PM,94.0,94,94,331121,T301,D,0245P,,K,F,21,CLIFFORD PL,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,GY,,2015,,2,17 3,40-Fire Hydrant,,,,,,,,,,,,-73.9554101,40.726400299999995,21,CLIFFORD PL,,,,,11222.0,3084447.0,64c59adac740690e
3418,7836,7795874745,GGB4770,NY,PAS,04/11/2015,14,SUBN,TOYOT,T,67530,35140,35110,01/01/20170327 12:00:00 PM,71.0,71,71,331331,T302,S,1020A,,K,O,147,OCEAN AVE,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,1000A,1000P,BL,,2007,,0,C 32,14-No Standing,,,,,,,,,,,,-73.9167697,40.55800870000001,147,OCEAN AVE,,,,,11697.0,345802.0,132ea8cb01e8e448
3419,7836,7795874745,GGB4770,NY,PAS,04/11/2015,14,SUBN,TOYOT,T,67530,35140,35110,01/01/20170327 12:00:00 PM,71.0,71,71,331331,T302,S,1020A,,K,O,147,OCEAN AVE,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,1000A,1000P,BL,,2007,,0,C 32,14-No Standing,,,,,,,,,,,,-73.9624234,40.659414899999994,147,OCEAN AVE,,,,,11225.0,3152837.0,e1296163975b4a10
3420,7839,7420799830,FLP4518,NY,PAS,10/30/2014,21,SUBN,CHEVR,T,49120,29620,27000,01/01/20150518 12:00:00 PM,48.0,48,48,330234,T201,N,1151A,,BX,F,1961,MAPES AVE,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1130A,0100P,OR,,2011,,0,E 21,21-No Parking (street clean),,,,,,,,,,,,-73.88786970000001,40.8440476,1961,MAPES AVE,,,,,10460.0,2104332.0,606736a5108756e1
3421,7842,7291953418,GTS6601,NY,PAS,05/18/2015,21,4DSD,LINCO,T,24890,18890,18910,01/01/20161105 12:00:00 PM,23.0,23,23,361900,T103,J,0942A,,NY,O,1491,LEXINGTON AVE,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0830A,1000A,WH,,2003,,0,C 77,21-No Parking (street clean),,,,,,,,,,,,-73.9506334,40.7860483,1491,LEXINGTON AVE,,,,,10029.0,1040628.0,91657af4f8c2d328
3422,7848,7701952962,GUU8300,NY,PAS,11/26/2014,38,4DSD,HONDA,T,64730,9230,9280,01/01/20150812 12:00:00 PM,66.0,66,66,361277,T302,R,1108A,,K,F,5307,NEW UTRECHT AVE,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0830A,0700P,BLACK,,2013,,0,24 3,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.9950608,40.6329006,5307,NEW UTRECHT AVE,,,,,11219.0,3181369.0,749668208b5bb9f9
3423,7852,7693902764,GBE1998,NY,PAS,06/25/2015,21,4DSD,HYUND,T,65030,28830,35330,01/01/20160909 12:00:00 PM,70.0,70,70,361869,T302,G,0949A,,K,F,1001,NEWKIRK AVE,,01/05/0001 12:00:00 PM,408,d1,,Y,0930A,1100A,BL,,2011,,0,12 3,21-No Parking (street clean),,,,,,,,,,,,-73.9669292,40.633933899999995,1001,NEWKIRK AVE,,,,,11230.0,3159495.0,8b013771ce1be998
3424,7856,7982762517,11450JY,NY,COM,03/11/2015,38,VAN,CHEVR,T,25390,18810,18820,01/01/88888888 12:00:00 PM,19.0,19,19,358590,T103,R,0128P,,NY,F,1289,MADISON AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,WHITE,,2007,,0,21 7,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.9560226,40.78441420000001,1289,MADISON AVE,,,,,10128.0,1037079.0,bf1536cd4bad038f
3425,7857,7298678917,53594CF,MD,PAS,11/30/2014,40,SUBN,BMW,T,31390,36310,36330,01/01/20160888 12:00:00 PM,26.0,26,26,344778,T103,AA,1212P,,NY,O,1,ST NICHOLAS TER,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,GREEN,,0,,8,CC3,40-Fire Hydrant,,,,,,,,,,,,-73.9522684,40.8124565,1,ST NICHOLAS TER,,,,,10027.0,1050219.0,c14cdb6f00b5d48e
